text,original_answer,postprocessed_answer,label
synchro ngentot kasih kejelasan kek kalau batal kan bisa direfund kalau diundur tahun depan alhamdulillah ni diem diem mulu kecirit lo,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
maksudnya kenapa tidak bikin cerita yang tukang nyolong itu semacam hantu yang dewasa misalnya hantu jambret kenapa harus anak anak,'non_pornografi'  # Keluaran label jawaban,non_porno_non_prostitusi,non_porno_non_prostitusi
film semi bokep ini bercerita tentang skandal anak dengan istri muda ayahnya yang sangat cantik <links> filmsemi filmsemionline,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
ngaku apa an pak gay yg jelas dong berbicara nya,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
dan momo itu gay panic banget coba ya awlah bayik2ku,"'pornografi'  atau 'non_pornografi' 
",non_porno_non_prostitusi,non_porno_non_prostitusi
aku tg di rupiah tidak pernah mengakui mengakui nitrogliserin ya sori harusnya orang orang juga menyadari mengetik aku banci begini masih saja ada yang naksir dicemburuin hdh,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,non_porno_non_prostitusi
aslinya bukan pekerjaan rumah nih paling banci secara mulut kamu itu,'non_pornografi'  # Jawaban dalam label. Unt,non_porno_non_prostitusi,konten_porno_prostitusi
sange berat konthol sudah ngaceng trusss,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
mau itu gay bi straight yang jelas itu bukan urusan kamu buat mengurus hal pribadi orang lain catet,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,non_porno_non_prostitusi
sok suci kamu kelakuan kayak bencong beraninya sama perempuan kamu du giliran lawan luhut saja kamu menangis menangis merasa di menzalimi hilih,"- pornografi 

Mohon untuk tidak memberikan penjelasan",konten_porno_prostitusi,konten_porno_prostitusi
saat gezul ingin menyuap makanan dengan nikmat tiba tiba ada setetes air jatuh kepipinya woy siapa ni yg ngomong muncrat kemuka— eh ujan hujan woy hujan minggat lo semua sambil menarik kerah baju poyaz yaz ayo lari hujan,non_pornografi  # jawaban dalam label yang telah ditent,non_porno_non_prostitusi,non_porno_non_prostitusi
wkwkwkw tetapi kontol kan anggota tubuh doy kalo kamu dibilang kontol benar dong wkw,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
itu trek kamu kayak titit berbiji 1,"- 'pornografi' 





Jawaban: pornografi",konten_porno_prostitusi,konten_porno_prostitusi
repost awalnya pamer otot terus pamer kontol ngocok deh sampai crottt <links>,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
lo itu kayak kontol anjg,- 'pornografi'  atau 'non_pornografi',non_porno_non_prostitusi,konten_porno_prostitusi
mantap lah jembut nya lebat,"pornografi

```python
def check_pornografi(teks",konten_porno_prostitusi,konten_porno_prostitusi
gelca sudah lama banget tidak mengobrol sama caca caca itu kalau dari luar kelihatan cuek sama jutek banget padahal dia itu baik paraahhh dia itu dewasa banget caca enak diajak cerita anaknya hilang ilangan budak cinta banget sama bang jod kita jarang mengobrol lagi sekarang kangeen wajah memelas denyut jantung,"- non_pornografi
- pornografi
- non_p",non_porno_non_prostitusi,non_porno_non_prostitusi
ada yang mau promo dagangan atau jasa ga tulis saja di reply nama dan foto produk lokasi harga dan cara ordernya pakai,"'non_pornografi'  # jawaban yang tepat 
",non_porno_non_prostitusi,non_porno_non_prostitusi
punya anak cewek pas nanti dia merid、air mata bisa muncrat deras keluar bang berdoa atau dua telapak tangan menempel berdoa atau dua telapak tangan menempel,"- non_pornografi 





### Jawaban
non_porn",non_porno_non_prostitusi,non_porno_non_prostitusi
maksudnya kamu maho,'pornografi'  # Anda harus menuliskan jawaban,konten_porno_prostitusi,konten_porno_prostitusi
anjayyy kamu kira gue sih banci poni pansos,'pornografi'  # atau 'non_pornografi',non_porno_non_prostitusi,konten_porno_prostitusi
mucikari syantik,"pornografi

1. Teks:'mucikari sy",konten_porno_prostitusi,konten_porno_prostitusi
kalo tidak punya uang gaya hidup kamu jangan kayak orang yang punya uang yang jadinya malah menyusahkan orang lain kontol,"- non_pornografi

Pertanyaan:
- Apakah",non_porno_non_prostitusi,konten_porno_prostitusi
availbali bagi yang serius ya bunga tulip bo vcs akun real 100 panggilan masuk atau telepon masuk wa 082268017985 pin bulat denpasar bali include exclude gedung kantor bobali avail,"- 'pornografi' atau 'non_pornografi' 


",non_porno_non_prostitusi,konten_porno_prostitusi
hoi anjing kamu semua ngentot,"- pornografi

Jawaban: pornografi  | non",konten_porno_prostitusi,konten_porno_prostitusi
ngentot uruskan yang lain kenapa kamu kurang kerjaan banget anjritt,'pornografi'  # jawaban harus dalam bentuk string dan,konten_porno_prostitusi,konten_porno_prostitusi
banding bandingkan gue mulu ngentot gajinya gue bayarkan sini yang kamu bangga banggakan itu,'pornografi'  # jawaban harus dalam bentuk 'porn,konten_porno_prostitusi,konten_porno_prostitusi
mmpus difollow ekon bokep mpshh,'pornografi'  # Jika teks mengandung unsur,konten_porno_prostitusi,konten_porno_prostitusi
kasihan sama pasangannya yang straight dan yang sudah punya anak mending kamu cari orang lesbi juga terus kamu berdua nikah mau main sama laki kamu ya terserah tega bener yang bisek cari yang orang bisek juga nah nikah kamu berdua jangan paksa orang straight buat mengalah sama lu muka anjing muka anjing,"'pornografi'  # jawaban yang benar
'non",konten_porno_prostitusi,konten_porno_prostitusi
enak nih dientot kontol panjang <links>,"'pornografi'  # jawaban yang benar
'porn",konten_porno_prostitusi,konten_porno_prostitusi
ngikutin davie504 juga sih kampang wkwkwkwk,"non_pornografi
---


# Instruksi
- Kel",non_porno_non_prostitusi,non_porno_non_prostitusi
sini gue tarik kontol kamu anjg,"- pornografi

Dengan demikian, jawaban dari mas",konten_porno_prostitusi,konten_porno_prostitusi
kalau tidak bapak kamu mau mengajak ngewe paling kayak biasanya,"'pornografi'  # jawaban harus berupa string
'",konten_porno_prostitusi,konten_porno_prostitusi
masalah foto doang dipermasalahin ngentot kamu semua,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
open yang serius bo malam ini aja berdoa atau dua telapak tangan menempel rr via dm availsolo bispaksolo angelsolo bisyarsolo bosolo wpsolo kimcilsolo readysol,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
kocak kamu yang diajak live sama justin itu fan nya sendiri bukan fan taylor atau siapa pun kenapa kamu dan swiftie yang keberatan wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu memang swiftie dipaksa buat beli lagu justin knp kamu yang sewot wkwk goblok di pelihara kontol itu bentuk bercnda justin bareng fan nya kok kamu baper,"'pornografi'  # Jika jawaban salah, silakan",konten_porno_prostitusi,konten_porno_prostitusi
bot under 20 kurus mana ya lagi ingin ngewe nih cus direct message tidak pakai lama gayjogja,'non_pornografi'  # jawaban harus dalam format string,non_porno_non_prostitusi,konten_porno_prostitusi
open video call sex berbayar info tarif dm wa w a 081368365155 vcskuy vcscroot vcswhatsapp openvcs vcsready vcsyuk vcsbugil openvcs vcsindonesia vcs <links>,'pornografi' jika teks mengandung unsur pornografi,konten_porno_prostitusi,konten_porno_prostitusi
banci lo laki2 tpi tukang nyinyir idih,non_pornografi  # Klik tombol 'Run' untuk,non_porno_non_prostitusi,non_porno_non_prostitusi
cari perhatian kamu ngentot,"- pornografi 





- Teks: 'cari perhat",konten_porno_prostitusi,konten_porno_prostitusi
dan gue ingin banget mereka yang ngangep enteng coba deh kamu bilang nya sama keluarganya atau lingkungannya bisa ga begitu tapi ya tetap beberapa orang dari 60 yang sudah punya pasangan tetap melakukan ini juga salah dan semua orang mengutuk perbuatan mereka even dari lgbt com,"non_pornografi 





Jawaban: non_pornogra",non_porno_non_prostitusi,non_porno_non_prostitusi
he dongo kamu itu cuma pacarnya ye tidak usah mengatur mengatur cewek kamu deh itu hak nya dia kalau kamu di atur atur kamu memang nya mau hah main kata in anak orang anak lonte kalau orang tua nya tau apa tidak sedih itu orang tua nya,"non_pornografi 

Silakan masukkan teks Anda di b",non_porno_non_prostitusi,konten_porno_prostitusi
a dan je ayeee a a a ngentot kamu maaf karena kata ngentot lebih sopan dari anjay,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
aku diejek lonte air mata bahagia emang anjemg,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
ngaceng dong,'pornografi'  # jawaban harus dalam bentuk string.,konten_porno_prostitusi,konten_porno_prostitusi
avail job nih menjulurkan lidah vcs 200k ps 150k cs 150k line bukanakunbo openvcs opencs vcs vcsyuk vcskuy videocall videocallsex testivcs cs chatsex cskuy csyuk testics cewek hot horny sexy cewekhot cewekhorny ceweksexy jablay bisyar bispak <links>,"- pornografi atau non_pornografi

Jawaban:",non_porno_non_prostitusi,konten_porno_prostitusi
kontol kamu meledak,'pornografi'  # Jawaban dari pertanyaan 'T,konten_porno_prostitusi,konten_porno_prostitusi
ya dianya sudah gembok akun dasar bencong wkwkw,"- pornografi

Kode:
```python
def cek_t",konten_porno_prostitusi,konten_porno_prostitusi
hati hati om om kalau sudah sange bahaya,"non_pornografi
- Teks: 'tapi aku su",non_porno_non_prostitusi,konten_porno_prostitusi
film semi bokep ini mengisahkan pria mesum yang melecehkan dan menyiksa seorang gadis spg yang sedang menawarkan produk door to door <links> filmsemi filmsemiterbaru,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
ngentot kamu jicinta hati wajah tersenyum lebar bermata hati wajah kucing gembira bermata hati,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
yakan kamu banci,"'pornografi'  # Jawaban harus dalam bentuk string
",konten_porno_prostitusi,konten_porno_prostitusi
ngentot kalian bdua maju sini tidak takut oke sip,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
gembel manusia homo pengidap hiv najis banget lu,'pornografi'  # Jawaban harus dalam format string dan harus,konten_porno_prostitusi,konten_porno_prostitusi
titit ku sakit yang jebolkan kamu mulu g,"- pornografi

- Teks: 'kamu memanggil",konten_porno_prostitusi,konten_porno_prostitusi
a n j a y gilaa anjir saja di permasalahin bilang lonte tidak di permasalahin anyinggg kamu pada wajah bosan wajah tidak senang,"- 'pornografi' atau 'non_pornografi' 
",non_porno_non_prostitusi,konten_porno_prostitusi
taman kodok menunggu kamu bencong hahaahahaaaa,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
sini aku jilati mekinya nitta jilat memek sambil ngremes toket,"- 'pornografi' jika mengandung unsur pornografi,",konten_porno_prostitusi,konten_porno_prostitusi
pagi sayang avail vcs berbayar khusus hari ini promo 100k 1jam info tarif chat by wa 0895393050802 <links>,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
aduhhh gue jambak ya jembut kamu lama lama kalau masih banyak bacot wajah gembira berurai air mata,"'pornografi'  # jawaban yang benar
'non",konten_porno_prostitusi,konten_porno_prostitusi
cewe sd smp sma kuliah ibu2 janda binor jilbab yuk ngewe sama aku aku umur 15 tahun kalau mau langsung aja dm bisa ngewe di rumah aku depok tangsel yuk dm kita ngewe sepuasnya <links>,"'pornografi' 

Ketik jawaban Anda dalam format teks",konten_porno_prostitusi,konten_porno_prostitusi
ya kali kamu pikir mereka mereka yang gay ini nikah dan setia sampai hati hahaha,- non_pornografi  atau pornografi  silakan p,non_porno_non_prostitusi,konten_porno_prostitusi
legal memang legal kalau untuk itu tapi di sisi lain di indonesia kan lgbt adalah hal yang tabu bagi sebagian masyarakat mau bagaimanapun walaupun dibilang legal juga rasanya kayak ilegal karena ya mayoritas tidak suka walaupun tidak ada dasar hukum yang melarang,"- non_pornografi 





Jawaban: non_porn",non_porno_non_prostitusi,non_porno_non_prostitusi
kenapa kamu laguna pas dia blademail ngentot me <links>,"'pornografi'  # jawaban dalam label string


# Jaw",konten_porno_prostitusi,konten_porno_prostitusi
sumpah kamu pada bisa tidak sih nge hargai perasaan orang ngentot <links>,"'pornografi'  # Jawaban yang benar

Kode",konten_porno_prostitusi,konten_porno_prostitusi
paham dong a alias mulut nya pecun,- pornografi  ## Step 1:  Teks yang d,konten_porno_prostitusi,konten_porno_prostitusi
<links> < cewek jablay bugil meminta dibelai bokep fotomemek ngentot bugil ngentot,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
selo amat sudah mengecek handphone satu cuma buat ada video porno apa kagak,"- 'pornografi' atau 'non_pornografi' 
",non_porno_non_prostitusi,non_porno_non_prostitusi
itu tuh sebenernya kayak mau dijadikan film sex edu begitu deh kak cerita aslinya dari novel begitu keren tapi yaa tau kalau sinetron bagaimana hehehehehehe,"- non_pornografi 
- non_pornografi 
-",non_porno_non_prostitusi,non_porno_non_prostitusi
to pleass daro us waqat sayang jub app allah kay samny jao gay abi be waqat hai apny app kok islami trqay sayang sahi kar kamu werna merna to sub kok hai,"- non_pornografi
- pornografi
- pornogra",non_porno_non_prostitusi,non_porno_non_prostitusi
pengen di doggysedih atau cemberut karena semua partner gue tidak bisa ngedogyy alias kontol kamu pendek,"- non_pornografi 
- pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
udh nyaman mengobrol ditengah tengah kamu send kontol sebagai ganti paketku auto jelek moodku wajah menangis keras atau menangis tersedu sedu,"'pornografi' 

Klik tombol 'Run' untuk menj",konten_porno_prostitusi,konten_porno_prostitusi
kalau ngewe yang hilang ovum lu baru gue bingung sudah itu ngewe itu kan titit cuma menumpang cilup ba doang cilup ba cilup ba sudah kan ya sudah kok kan kamu tau itu slh jangan di ulang lagi ini mentang mentang gue berbicara gini nanti kamu malah ngelunjak ngewe sana ngewe sini hiv baru tau lu,"'pornografi'  # jawaban yang benar
'porn",konten_porno_prostitusi,konten_porno_prostitusi
yang membennarkan siapa bodatttttt hahaha ngewe lawan jenis tau tempat dan sudah sah sama apa salahnya lah kamu lgbt mau diapakan juga salah tolol ahaha dah sudah tidak sanggup aku menghadapi kaum kaum kayak gini mau bagaimanapun tetap saja benar bagi mereka ahahah,"'pornografi'  # jawaban harus dalam bentuk string,",konten_porno_prostitusi,konten_porno_prostitusi
fii kamu kontol banget siii tidak boong ngentot kamu sumpah tidak jelas fii tobat kamu tobat bapak kamu menonton fii bapak kamu malu fii diem dah,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
hati2 bang kontol kamu dilihat kaum sebelah,'pornografi'  # jawaban harus dalam format ini dan tidak,konten_porno_prostitusi,konten_porno_prostitusi
ada tempat psk di jati asih tapi bencong semua,"'pornografi'  # jawaban yang diharapkan

",konten_porno_prostitusi,konten_porno_prostitusi
‘kok cowok di rumah saja sih gapernh keluar rumah’ basing gua kontol hidup gua ajg lo siapa ngasih makan aja enggak,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
udh tidak sabaaaaaaaaaarrr aahhh ingin berdesah lagi ingin mengemut kontol lagi ingin dijilat tete digigit putingnya sampai klima,"- pornografi/non_pornografi


Jawaban: porn",non_porno_non_prostitusi,konten_porno_prostitusi
naik gunung tapi otaknya ketinggalan dibawah dasar titit siput <links>,"non_pornografi 





Input:
- Teks: 'b",non_porno_non_prostitusi,konten_porno_prostitusi
hargai privacy member lah anjim mau ngapain mau datengin mau lihat nadila norak banget sih kamu kontol,non_pornografi  # Anda tidak perlu menuliskan,non_porno_non_prostitusi,konten_porno_prostitusi
